A68214,0,2,11,IMAGE,0,"P A G Ei The fyrste Sermon made the.xix. day of March, in the yere of our lord a.","PAGEi PAGEi PAGEi PAGEi The First Sermon made the xix day of March, in the year of our lord a."
A69147,4171,3,128,IMAGE,264,"Secondarily, in this gospel Christ doth morne & weepe for the Iewes, bicause they knewe not what was for their peace, wherwith he declared & shewed vnto vs, the blindenes and wickednes of the flesh.","Secondarily, in this gospel christ does morn & weep for the Jews, Because they knew not what was for their peace, wherewith he declared & showed unto us, the blindness and wickedness of the Flesh."
A69147,4172,3,128,IMAGE,264,"Wherof (I beseche you) can a man glorify, seing so many excellent sermones, so many and great myracles done by Christ at Ierusalem, and those in a maner all done in vaine?","Whereof (I beseech you) can a man Glorify, sing so many excellent Sermons, so many and great Miracles done by christ At Jerusalem, and those in a manner all done in vain?"
A69147,4173,3,128,IMAGE,264,"Where is here free wil with his power, whiche the prudente and wise men of this worlde, hathe attributed vnto yt?","Where is Here free will with his power, which the prudent and wise men of this world, hath attributed unto that?"
A69147,4174,3,128,IMAGE,264,"Wherefore wolde not they beleue his worde, and knowe him to be the sonne of god, and the trewe Messias?","Wherefore would not they believe his word, and know him to be the son of god, and the true Messias?"
A69147,4175,3,128,IMAGE,264,"Surely it was hidden frome their eies, though notwithstandinge, they did both hear his wordes, and sawe his miracles.","Surely it was hidden from their eyes, though notwithstanding, they did both hear his words, and saw his Miracles."
A69147,4176,3,128,IMAGE,264,"Wherout it foloweth, that our fleshe while it is not lightened with the holy ghost, and a newe harte giuen vnto it,","Without it Followeth, that our Flesh while it is not lightened with the holy ghost, and a new heart given unto it,"
A69147,4177,3,128,IMAGE,264,"<NOTE> is very blind, indurate, and wicked, whiche canne in no wise know god in Christ.","is very blind, indurate, and wicked, which can in no wise know god in christ."
A69147,4178,3,128,IMAGE,264,"<NOTE> This blindnes beleue verely, is not in our outward vesture, but is graft in vs in our mothers wombe.","This blindness believe verily, is not in our outward vesture, but is grafted in us in our mother's womb."
A69147,4179,3,128,IMAGE,264,"Wherfore, if we will entre into the kingedome of heauen, wee muste be newe borne agayne thorowe water and the holye ghoste.","Wherefore, if we will enter into the Kingdom of heaven, we must be new born again thorough water and the holy ghost."
A69147,4180,3,128,IMAGE,264,"<NOTE> Suche lyke maliciousnes and blyndenes we see in theym, that solde and boughte in the temple, whiche Iesus droue oute.","Such like maliciousness and blindness we see in them, that sold and bought in the temple, which jesus drove out."
A69147,4181,3,128,IMAGE,264,Whoe amongest theym knewe theym selues?,Who amongst them knew them selves?
A69147,4182,3,128,IMAGE,264,"or amended theyr lyues, thoughe they were neuer so muche admonyshed and taughte, that the house of God was a house of prayer?","or amended their lives, though they were never so much admonished and taught, that the house of God was a house of prayer?"
A69147,4183,3,128,IMAGE,264,"They were fleshelye, and therefore as yet they coulde not vnderstande nor iudge ryghte, the wordes and actes of Christe.","They were fleshly, and Therefore as yet they could not understand nor judge right, the words and acts of Christ."
A69147,4185,3,128,IMAGE,265,"Thyrdely, here is declared vnto the Iewes, the rewarde and punishemente of their blindenes and infidelitie.","Thirdly, Here is declared unto the Jews, the reward and punishment of their blindness and infidelity."
A69147,4186,3,128,IMAGE,265,"<NOTE> For thy enemies (saieth he) shall caste vp a banke about the and thy children, and shal not leaue in the, one stone vpon an other, bicause thou haste not knowen the tyme, wherein thou hast been visited.","For thy enemies (Saith he) shall cast up a bank about thee and thy children, and shall not leave in thee, one stone upon an other, Because thou haste not known the time, wherein thou hast been visited."
A69147,4187,3,128,IMAGE,265,"O meruailous greuous ponyshment. First the Iewes are ponished, for bicause they wolde not knowe Christe, and this is a spirituall punishment For they haue eyes and see not, eares and hear not.","O marvelous grievous ponyshment. First the Jews Are ponished, for Because they would not know Christ, and this is a spiritual punishment For they have eyes and see not, ears and hear not."
A69147,4188,3,128,IMAGE,265,<NOTE> so that Christe myght well saye:,so that Christ might well say:
A69147,4189,3,128,IMAGE,265,"<NOTE> I am come to iudgment into this world, that they which se not, might see, and that they whiche see, might be made blinde.","I am come to judgement into this world, that they which see not, might see, and that they which see, might be made blind."
A69147,4190,3,128,IMAGE,265,But who ys able to serch the depth of his incomprehensible iudgement?,But who is able to search the depth of his incomprehensible judgement?
A69147,4191,3,128,IMAGE,265,"No man, but allonly god:","No man, but allonly god:"
A69147,4192,3,128,IMAGE,265,"<NOTE> for we maye not, nor can not.","for we may not, nor can not."
A69147,4193,3,128,IMAGE,265,"Nowe after this spirituall punishemente foloweth bodylye punishemente, in that he saithe, howe the Iewes shalbe beseeged on euerye side, that there shall not be lefte one stone vpon an other.","Now After this spiritual punishment Followeth bodily punishment, in that he Saith, how the Jews shall besieged on every side, that there shall not be left one stone upon an other."
A69147,4194,3,128,IMAGE,265,"And euen as it was tolde theym of Christe, so was it brought to passe.","And even as it was told them of Christ, so was it brought to pass."
A69147,4195,3,128,IMAGE,265,"Surelye it was such an horrible & cruell punishment, that it is lametable to heare.","Surely it was such an horrible & cruel punishment, that it is lametable to hear."
A69147,4196,3,128,IMAGE,265,"Which if thou wilt know, reade Iosephus de bello Iud.","Which if thou wilt know, read Josephus de bello Iud."
A69147,4197,3,129,IMAGE,265,"Now ye haue hard of ye punishmet wher wt the Iewes haue bin punished with all,","Now you have hard of the punishment where with the Jews have been punished with all,"
A69147,4198,3,129,IMAGE,265,<NOTE> for the dispising of ye gospel.,for the despising of the gospel.
A69147,4199,3,129,IMAGE,265,"What thikest thou shall chaunce and happen vnto vs, which so longe a tyme haue harde the gospell, and yet haue not amended oure vngracyous liuinge and conuersacion, but rather haue troden vnder our feete, neglected and dispysed that precious perle?","What thikest thou shall chance and happen unto us, which so long a time have harden the gospel, and yet have not amended our ungracious living and Conversation, but rather have trodden under our feet, neglected and despised that precious pearl?"
A69147,4200,3,129,IMAGE,265,"Wherefore yf we tourne not, he hath whet his swerde, (saith the prophet Dauid) he hath bente his bowe & made yt ready:","Wherefore if we turn not, he hath whet his sword, (Says the Prophet David) he hath bent his bow & made that ready:"
A69147,4201,3,129,IMAGE,265,<NOTE> He hath prepared him the weapos of death and ordained his arrowes to destroye.,He hath prepared him the weapos of death and ordained his arrows to destroy.
A69147,4202,3,129,IMAGE,265,"Here thou doest hear that not allonly the Iewes, but all those that will not tourne to amendement of lyfe, shal he punished.","Here thou dost hear that not allonly the Jews, but all those that will not turn to amendment of life, shall he punished."
A69147,4203,3,129,IMAGE,265,"Sometyme doth God prolonge the punishemente, but the lenger he suffreth, the greuouser at the laste dothe hee punishe.","Sometime does God prolong the punishment, but the longer he suffers, the greuouser At the laste doth he Punish."
A69147,4204,3,129,IMAGE,265,"Therefore lette euerye manne tourne frome his wicked waye, and beleue the gospell, leste wee perishe both body and soule.","Therefore let every man turn from his wicked Way, and believe the gospel, lest we perish both body and soul."
A69147,4206,3,129,IMAGE,266,"Fourthlye, Christe commendeth in this gospell his office, in that, that ye next day folowyng he wet into the temple,","Fourthly, Christ commends in this gospel his office, in that, that you next day following he wet into the temple,"
A69147,4207,3,129,IMAGE,266,"& droue out the byers & sellers, saying:","& drove out the byers & sellers, saying:"
A69147,4208,3,129,IMAGE,266,"<NOTE> It is written,","It is written,"
A69147,4209,3,129,IMAGE,266,"My house is a house of prayer, and ye haue made it a denne of murtherers.","My house is a house of prayer, and you have made it a den of murderers."
A69147,4210,3,129,IMAGE,266,"And also in that he declareth his office,","And also in that he Declareth his office,"
A69147,4211,3,129,IMAGE,266,<NOTE> that hee daylye taughte in the temple.,that he daily taught in the temple.
A69147,4212,3,129,IMAGE,266,"It became Christe to do all these thinges, for hee was sente into the worlde to teache the will of his father, by preaching.","It became Christ to do all these things, for he was sent into the world to teach the will of his father, by preaching."
A69147,4213,3,129,IMAGE,266,"Bicause for as muche as goddes worde and the oute warde worshipping of god in ceremonyes, (which shortly after shulde be abrogated and taken away) was very muche letted and hindred in the temple at Ierusalem, throughe the couetousnes of the scribes and phariseis, therefore wolde Christe not only teache,","Because for as much as God's word and the out ward worshipping of god in ceremonies, (which shortly After should be abrogated and taken away) was very much letted and hindered in the temple At Jerusalem, through the covetousness of the Scribes and Pharisees, Therefore would Christ not only teach,"
A69147,4214,3,129,IMAGE,266,<NOTE> but also roote out all the abuses whiche did hyndre the trewe worshipping of God.,but also root out all the Abuses which did hinder the true worshipping of God.
